Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees
061.03791;STET;35241734900011;;69240;THIZY;RHONE;RHONE-ALPES;752900;2116600;173Z;Ennoblissement textile;;;46.0323362616, 4.31179276106
064.06832;INITIAL BTB;34323414200838;;06000;NICE;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;997458;1868574;9601A;Blanchisserie-teinturerie de gros;;;43.706799312, 7.26457397099
064.07135;Déchèterie de Draguignan;24830049300124;;83300;DRAGUIGNAN;VAR;PROVENCE-ALPES-COTE-D'AZUR;933725;1846021;8411Z;Administration publique générale;;;43.5373921338, 6.46129518922
058.01737;ICP Interface Cosmétiques et Parfums;47889149200025;Route du Boisgeloup;27140;GISORS;EURE;HAUTE-NORMANDIE;559462.21;2474216.8;2042Z;Fabrication de parfums et de produits pour la toilette;;;49.2643526145, 1.77999024605
065.07471;DTP TERRASSEMENT;34389325100011;;50340;FLAMANVILLE;MANCHE;BASSE-NORMANDIE;295599;2512100;451A;Terrassements divers -  démolition;;;49.5328005904, -1.86626453128
065.11004;PICHETA TRIEL SUR SEINE;31789665200052;Chemin des graviers - ECOPOLE;78510;TRIEL-SUR-SEINE;YVELINES;ILE-DE-FRANCE;575600;2442300;4312B;Travaux de terrassement spécialisés ou de grande masse;;;48.9783939871, 2.00339006518
065.12175;DEM'S AUTOS FRANCE;34127333200054;11 RUE DU ROUSSILLON;91220;BRETIGNY-SUR-ORGE;ESSONNE;ILE-DE-FRANCE;597628;2399363;4511Z;Commerce de voitures et de véhicules automobiles légers;;;48.5929416842, 2.30436585404
053.03426;DEPANN'AUTO;34299693100016;Route de Bernay;14290;LA VESPIERE;CALVADOS;BASSE-NORMANDIE;459955;2449454;4520A;Entretien et réparation de véhicules automobiles légers;;;49.0278135033, 0.422568867367
059.00761;ERASTEEL CHAMPAGNOLE;32056432100034;23 -  rue Georges Clémenceau - BP104;39300;CHAMPAGNOLE;JURA;FRANCHE-COMTE;873325.12652511;2200101.9096751;2410Z;Sidérurgie;;;46.7449018204, 5.91493000358
053.06315;ECOSYS;39265765600063;hameau de Caillouet;14680;FRESNEY-LE-PUCEUX;CALVADOS;BASSE-NORMANDIE;403651;2455400;3821Z;Traitement et élimination des déchets non dangereux;;;49.0664149001, -0.349176880924
062.02312;DECOUVELAERE;30665018500011;;88600;LEPANGES-SUR-VOLOGNE;VOSGES;LORRAINE;922056;2361547;172A;Tissage de l'industrie cotonnière;;;48.1731811978, 6.66810806152
059.02076;Plastic Omnium Auto Exterieur;41031364700100;ZA Aéroparc de Belfort;90150;FONTAINE;TERRITOIRE-DE-BELFORT;FRANCHE-COMTE;949818;2305514;2229A;Fabrication de pièces techniques à base de matières plastiques;;;47.6558276102, 6.99603677869
055.00741;Groupe LE FLOCH;35242141600012;Kerisole;29370;ELLIANT;FINISTERE;BRETAGNE;136513.05;2348335.63;3831Z;Démantèlement d'épaves;;;47.9693213241, -3.87654281573
066.01152;IRRIFRANCE;42188559100048;Route de Pézenas;34230;PAULHAN;HERAULT;LANGUEDOC-ROUSSILLON;690532.46;1837667.56;2830Z;Fabrication de machines agricoles et forestières;;;43.5352277885, 3.45500333913
070.01932;locagel;40079294100025;;62880;VENDIN-LE-VIEIL;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;635604;2607277;5210A;Entreposage et stockage frigorifique;;;50.4593095733, 2.83689055456
067.00379;GAZ LIQUEFIES INDUSTRIE Ets Schneider Industrie;58850131200031;6 -  rue du Rothbaechel;67241;BISCHWILLER;BAS-RHIN;ALSACE;1006149;2432947;2529Z;Fabrication d'autres réservoirs -  citernes et conteneurs métalliques;;;48.7664503086, 7.86325162669
067.00559;CARPENTER SAS;34794744200161;4 rue du Rhin;68330;HUNINGUE;HAUT-RHIN;ALSACE;994237;2302248;2221Z;Fabrication de plaques -  feuilles -  tubes et profilés en matières plastiques;4.(a).(viii);matières plastiques de base (polymères -  fibres synthétiques -  fibres à base de cellulose);47.6013540201, 7.58313314801
056.00444;PRECIFORGE;77563613700017;45 avenue Léo Lagrange  BP38;63300;THIERS;PUY-DE-DOME;AUVERGNE;692904;2094990;2550A;Forge -  estampage -  matriçage  -   métallurgie des poudres;;;45.8488353633, 3.53264315736
063.02562;GRANDJOUAN;86780051800310;;49310;MONTILLIERS;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;384744;2246500;900B;Enlèvement et traitement des ordures ménagères;;;47.1832529437, -0.504310431419
057.01064;Etablissement de Cliron -  dit BRENNTAG ARDENNES;70980178100176;CD n°2 -  route de Tournes - Ham-les-Moines;08090;CLIRON;ARDENNES;CHAMPAGNE-ARDENNES;763918.71311052;2535522.75661023;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;;49.7950000004, 4.6105555599
067.00847;Bestfoods France Industries;38316295500058;5 avenue Jean Prêcheur;67120;DUPPIGHEIM;BAS-RHIN;ALSACE;986898;2406768;1089Z;Fabrication d'autres produits alimentaires n.c.a.;;;48.5435260986, 7.57836952761
061.04244;Dépôt Pétrolier de Lyon;40899879700026;1 -  rue d'Arles Port Edouard Herriot;69007;LYON;RHONE;RHONE-ALPES;796020;2085439;5210B;Entreposage et stockage non frigorifique;;;45.7410123952, 4.85560667408
067.01603;BARUCH et FISCH;67588055300036;5 -  rue de dorlisheim;67560;ROSHEIM;BAS-RHIN;ALSACE;979352;2401095;3832Z;Récupération de déchets triés;;;48.497112482, 7.47141331284
061.04531;adixen Vacuum Products;08598035700058;98 -  Avenue de Brogny   BP 2069;74009;ANNECY;HAUTE-SAVOIE;RHONE-ALPES;893888;2109497;2813Z;Fabrication d'autres pompes et compresseurs;;;45.9219668125, 6.12658835474
061.04533;Dépôt Pétrolier de Haute-Savoie;33401014700018;4 rue de la Bouverie;74000;ANNECY;HAUTE-SAVOIE;RHONE-ALPES;893900;2107689;5210B;Entreposage et stockage non frigorifique;;;45.9057141862, 6.12561990448
067.02144;Stockmeier Urethanes france;31162226000025;8 rue de l'industrie   ZI Est;68700;CERNAY;HAUT-RHIN;ALSACE;963937;2321772;2016Z;Fabrication de matières plastiques de base;4.(a).(viii);matières plastiques de base (polymères -  fibres synthétiques -  fibres à base de cellulose);47.7940979181, 7.19700362911
061.04663;Usine d'Amphion;79708085000069;Lieu dit Amphion;74500;PUBLIER;HAUTE-SAVOIE;RHONE-ALPES;921322;2162508;1107A;Industrie des eaux de table;;;46.3857872401, 6.51606407051
067.02300;ISDND SITA Alsace du Rohrbach à Hochfelden;64850240900119;RD 670;67270;HOCHFELDEN;BAS-RHIN;ALSACE;985051.66699485;2428662.4232342;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;48.7410019266, 7.57316000316
068.02159;BROWN EUROPE S.A.S.;38284457900013;LE BOURG;46130;LAVAL-DE-CERE;LOT;MIDI-PYRENEES;567809;1994280;2434Z;Tréfilage à froid;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;44.948448115, 1.92881022635
068.02405;PRODEM;37875293500015;84 - route de Seilh;31700;CORNEBARRIEU;HAUTE-GARONNE;MIDI-PYRENEES;519153;1851359;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;43.6594345487, 1.3356258638
062.01702;FERCO INTERNATIONAL;35880229600014;2 -  rue du vieux moulin;57445;REDING;MOSELLE;LORRAINE;949390;2426270;2572Z;Fabrication de serrures et de ferrures;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;48.7398903248, 7.08744241051
068.02508;DUPIRE SARL;31020958000011;;65100;LOURDES;HAUTES-PYRENEES;MIDI-PYRENEES;405678;1790705;285A;Traitement et revêtement des métaux;;;43.0925353773, -0.0459006547976
058.01435;GIRPI SAS;71980324900031;Rue Robert Ancel  CS 90133;76700;HARFLEUR;SEINE-MARITIME;HAUTE-NORMANDIE;445993;2504718;2223Z;Fabrication d'éléments en matières plastiques pour la construction;;;49.5209238087, 0.211421562524
068.02870;Smectom du Plantaurel-dechetterie de Varilhes-;24090039900017;;09120;VARILHES;ARIEGE;MIDI-PYRENEES;542145;1782745;751A;Administration publique générale;;;43.045151234, 1.62793037632
058.01578;NIPRO GLASS France Aumale;39342477500020;Rue de la verrerie;76390;AUMALE;SEINE-MARITIME;HAUTE-NORMANDIE;557848;2530613;2319Z;Fabrication et façonnage d'autres articles en verre -  y compris verre technique;3.(e);Installations destinées à la fabrication du verre -  y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour;49.7707822256, 1.75206667351
062.04795;AUTO CASSE 3000;40412258200012;RUE GEORGES BIZET;54500;VANDOEUVRE-LES-NANCY;MEURTHE-ET-MOSELLE;LORRAINE;883362;2413455;4532Z;Commerce de détail d'équipements automobiles;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;48.657309461, 6.18268994107
062.04851;AGC Interpane Glass France SAS;42952620500027;Mégazone de Moselle Est  Parc d'Activités de Farébersviller;57455;SEINGBOUSE;MOSELLE;LORRAINE;928326.055;2467030.996;2311Z;Fabrication de verre plat;3.(e);Installations destinées à la fabrication du verre -  y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour;49.1167000036, 6.83333000426
062.07890;Communauté de communes de Sarrebourg;24570114900016;impasse des eaux claires;57400;SARREBOURG;MOSELLE;LORRAINE;946071;2425607;3821Z;Traitement et élimination des déchets non dangereux;;;48.7357350827, 7.04188056473
063.01021;FROMAGERIES BEL PRODUCTION FRANCE;49337159500031;Route de PARIGNE - ZI de BRAS;53100;MAYENNE;MAYENNE;PAYS-DE-LA-LOIRE;379091;2372426;1051D;Fabrication d'autres produits laitiers;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle);48.3131281538, -0.641807125388
063.01726;SERIPHARM / NOVASEP;39786602100025;Rue Démocrite;72000;LE MANS;SARTHE;PAYS-DE-LA-LOIRE;440388;2336043;7219Z;Recherche-développement en autres sciences physiques et naturelles;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base;48.0040923988, 0.197466997877
068.06337;ROM;38410281000015;ZI lieu dit COUSCOUILH;65320;BORDERES-SUR-L'ECHEZ;HAUTES-PYRENEES;MIDI-PYRENEES;414994.92;1810547.22;2015Z;Fabrication de produits azotés et d'engrais;;;43.2732151048, 0.061221322034
068.06348;Ets BELOT Fils;41082423900017;Le Simou;81240;ALBINE;TARN;MIDI-PYRENEES;616374;1828469;2015Z;Fabrication de produits azotés et d'engrais;;;43.4581536643, 2.53857733904
75850175;GAEC LES DEUX NIDS;40333287700014;La Haute Permoulière;85250;CHAVAGNES-EN-PAILLERS;VENDEE;PAYS-DE-LA-LOIRE;326774;2216537;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.892603456, -1.25037724224
75850236;SCEA LES PAGANNES;38369109400023;Rue Du Logis;85600;TREIZE-SEPTIERS;VENDEE;PAYS-DE-LA-LOIRE;328748;2226700;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.9847459362, -1.23055034891
249.00044;COVED - ISDND de Champigny;34340353101900;Lieu-dit La Tournelle;89340;CHAMPIGNY;YONNE;BOURGOGNE;658600;2369100;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;48.3182356604, 3.12646629893
256.00021;UGITECH Imphy;41043615800035;rue Jean JAURES -  BP 33;58160;IMPHY;NIEVRE;BOURGOGNE;670754.669371;2215240.5625615;2434Z;Tréfilage à froid;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;46.9333018302, 3.2658000045
26129992;AVIDOR;44973080300011;LES FAURIES;26730;EYMEUX;DROME;RHONE-ALPES;823873;2012670;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;45.0782146468, 5.17944882727
29224030;EARL COSQUER;40052638000011;KERAMBLEVEC;29100;POULDERGAT;FINISTERE;BRETAGNE;103663;2359299;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.0434060886, -4.32729583824
301.00187;APTAR;55208173900039;Route des Falaises;27100;LE VAUDREUIL;EURE;HAUTE-NORMANDIE;517969;2473759;2222Z;Fabrication d'emballages en matières plastiques;;;49.2562463109, 1.21051315169
31232004;SCEA DE ROUMAGNAC;41868226600014;chemin de Roumagnac;31330;GRENADE;HAUTE-GARONNE;MIDI-PYRENEES;515933;1863671;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;43.7697167275, 1.2937409726
32066902;SCEA DE HIGADERE;32373437600011;Higadère;32500;BRUGNENS;GERS;MIDI-PYRENEES;470444;1872178;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;43.8392761878, 0.727431063653
44000136;SARL MORTIER Frères;33342888600019;La Roche Blanche;44170;NOZAY;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;301863;2292307;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.5626499249, -1.62701193852
44142261;EARL LES OEUFS DU BOULAY;41230586400016;Le Boulay;44140;REMOUILLE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;318330;2235273;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.0574494713, -1.37266957863
522.03424;EARL DU CHENE CROSLET;42470402100015;Le Chêne Croslet;22640;PLENEE-JUGON;COTES-D'ARMOR;BRETAGNE;249033;2384574;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.364832209, -2.4016717137
544.01756;Société de Transformation des Volailles de l'Ouest;33184193200014;zi des Riantières;44540;SAINT-MARS-LA-JAILLE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;512472.70165989;2280888.7378004;1012Z;Transformation et conservation de la viande de volaille;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour;47.5217718618, 1.17425000531
54901071;DUTEUIL (EARL);40320819200019;La Savaterie;49270;LANDEMONT;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;329125;2257900;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.2652804686, -1.2442825531
051.03929;HENKEL TECHNOLOGIES FRANCE;59206713600131;1 avenue des Bouleaux - Parc Alata;60550;VERNEUIL-EN-HALATTE;OISE;PICARDIE;613200;2475200;5210B;Entreposage et stockage non frigorifique;;;49.2743431316, 2.51774507852
54902244;ESPERANCE GAEC;79242781700012;La Quantaie;49660;TORFOU;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;337637;2232287;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.0385280993, -1.11703589972
56010009;GAEC DE KERBOHEC;41159533300013;KERBOHEC;56150;BAUD;MORBIHAN;BRETAGNE;199538;2333187;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);47.8751420663, -3.02069658804
56249018;SCEA JOUBIER;48147825300018;LA MORAIE;56800;TAUPONT;MORBIHAN;BRETAGNE;243675;2339438;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.9568073828, -2.43686229213
572.01569;ESPRI Restauration;34339778200016;Z.I. DE BEAUFEU   CS 30018;72210;ROEZE-SUR-SARTHE;SARTHE;PAYS-DE-LA-LOIRE;429326.96;2324788.72;1085Z;Fabrication de plats préparés;;;47.9001254674, 0.0536933761022
100.00135;DELCEN;32263992300018;3 -  rue de l'Herbage;28800;SANCHEVILLE;EURE-ET-LOIR;CENTRE;543650;2355075;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;48.192328243, 1.57871384449
100.00449;STYLEWOOD;48477225600018;rue de la liberation;28250;SENONCHES;EURE-ET-LOIR;CENTRE;503011.59;2396815.19;1629Z;Fabrication d'objets divers en bois  -  fabrication d'objets en liège -  vannerie et sparterie;;;48.5627489815, 1.02289812604
071.01355;EDF PEI Port Est;48996768700059;Site de la baie du Port-Est  CS 71070  97829 LE PORT CEDEX;97420;Le Port;REUNION;REUNION;139253.72750706;57861.758588449;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;27.7127957134, -2.10658576545
100.00660;CORONA MEDICAL;43961371200025;ZA n°3 la fosse Neuve;37210;PARCAY-MESLAY;INDRE-ET-LOIRE;CENTRE;480384.00505587;2273547.7363588;3250A;Fabrication de matériel médico-chirurgical et dentaire;;;47.4507018578, 0.750213005461
072.01443;PICOTY chez SAGESS;77734738600016;20 route du 21ème siècle;86360;CHASSENEUIL-DU-POITOU;VIENNE;POITOU-CHARENTES;449841;2185959;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;;;46.6567514045, 0.374317302417
068.03281;SARL TACOT 32;38033842600014;ZONE ARTISANALE DU MOULIN;32550;PAVIE;GERS;MIDI-PYRENEES;458702.18;1847360.95;4511Z;Commerce de voitures et de véhicules automobiles légers;;;43.6139990358, 0.588495925204
072.02617;SVO Eco-Industries;33405518300076;La Reissiere;86150;LE VIGEANT;VIENNE;POITOU-CHARENTES;469708;2137400;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;46.2241415591, 0.647484244785
22087263;SCEA YANNICK LE GOFF;39775803800012;Kerfloch;22110;KERGRIST-MOELOU;COTES-D'ARMOR;BRETAGNE;180800;2382899;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3092689122, -3.31829786109
072.09317;SARL AUTO CASSE 2000;52381386300017;52381386300017Route de Périgueux;16410;DIRAC;CHARENTE;POITOU-CHARENTES;439277.72;2066924.68;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;;45.5837377106, 0.277103906773
070.04169;COLAS;32889904200084;Chemin de Bapaume;62112;CORBEHEM;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;650182.70984823;2593088.5288443;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;;50.3310020012, 3.04000000484
074.05486;RODRIGUES RECUPERATION RECYCLAGES;41983365200011;14 VIEUX CHEMIN DE PARIS;94190;VILLENEUVE-SAINT-GEORGES;VAL-DE-MARNE;ILE-DE-FRANCE;608181;2414929;3832Z;Récupération de déchets triés;;;48.7328144563, 2.44766813352
75200201;COEXPLOITATION CADIO MC;38452128200010;La Ville Abio Le Pron;56220;CADEN;MORBIHAN;BRETAGNE;252800;2302600;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.6309965935, -2.28591652681
090.00109;7e régiment du matériel;13000303100015;7 boulevard de l'artillerie  BP 57401;69347;LYON;RHONE;RHONE-ALPES;795208.48916856;2084377.6185237;8422Z;Défense;;;45.7317017622, 4.84475000387
101.00040;NATUREX;38409356300086;Actiparc de Pont de Vaux Les Chapelles Sud;01190;REYSSOUZE;AIN;RHONE-ALPES;798503;2162400;2053Z;Fabrication d'huiles essentielles;;;46.4323339482, 4.91998138616
062.02608;COFELY NORD-EST Chaufferie urbaine d'EPINAL;55204695500092;9 avenue des cèdres - ZUP du Plateau de la Justice;88000;EPINAL;VOSGES;LORRAINE;906533;2381945;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.3638331873, 6.47414696215
062.07460;AUTO PIECES DOUDOU;43841309800015;zac du pont de pierre;57270;UCKANGE;MOSELLE;LORRAINE;877737;2485348;4532Z;Commerce de détail d'équipements automobiles;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;49.3050682692, 6.15380666163
063.00930;CROWN;95420083800033;19 -  boulevard du Maréchal Juin;44104;NANTES;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;301859.4;2251712.69;2599B;Fabrication d'autres articles métalliques;9.(c);Installations destinées au traitement de surface de matières -  d'objets ou de produits à l'aide de solvants organiques -  notamment pour les opérations d'apprêt -  d'impression -  de revêtement -  de dégraissage -  d'imperméabilisation -  de collage -  de peinture -  de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an;47.1979585957, -1.60004818503
063.01415;Mondelez International;43308514900139;BP 38;44690;LA HAIE-FOUASSIERE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;317110;2247615;1072Z;Fabrication de biscuits -  biscottes et pâtisseries de conservation;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour;47.1678327962, -1.39642592752
063.01496;VOLAILLES Rémi Ramon;73725012600015;38 rue du Docteur Cumin;53250;JAVRON-LES-CHAPELLES;MAYENNE;PAYS-DE-LA-LOIRE;401981;2383274;1012Z;Transformation et conservation de la viande de volaille;;;48.4179974304, -0.338430164562
068.04067;RAZEL-BEC;56213603600604;Gravière de Maubourguet Route de Tarbes;65700;MAUBOURGUET;HAUTES-PYRENEES;MIDI-PYRENEES;413699.17;1830042.73;4312B;Travaux de terrassement spécialisés ou de grande masse;;;43.4479912146, 0.0382830371727
069.00224;Société GOVINDIN;79976555700019;Décharge des Maringouins  Lieu-dit les Maringouins;97300;CAYENNE;GUYANE;GUYANE;353633.19260208;542534.4251899;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;31.9904300685, -0.19141937218
100.00735;SAFETY Production SAS;44455544500022;;37230;FONDETTES;INDRE-ET-LOIRE;CENTRE;471355.00167606;2271457.3575532;286D;Fabrication d'outillage mécanique;;;47.4302018567, 0.631111005505
08314010;SCEA 08;49293179500016;La Vigne;08300;NEUFLIZE;ARDENNES;CHAMPAGNE-ARDENNES;742748;2492215;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;49.4113113962, 4.30196881028
75562023;EARL DE LA FORGE;37916701800017;Painfaux;56430;MAURON;MORBIHAN;BRETAGNE;255887;2352811;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.0834097423, -2.28417256412
CS 70037;;;;;;;;;;;;;;
101.00233;SME ENVIRONNEMENT;34361985400080;ZA DE PENAYE;01300;CHAZEY-BONS;AIN;RHONE-ALPES;861058.3;2091537.36;3811Z;Collecte des déchets non dangereux;;;45.7739762192, 5.69387254098
106.00172;ELIS Rhône-Alpes;77573383501149;Parc d'activité les Pivolles   3 rue de Barcelone;69120;DECINES-CHARPIEU;RHONE;RHONE-ALPES;802765;2086459;7729Z;Location et location-bail d'autres biens personnels et domestiques;;;45.7482065377, 4.94265885397
22076202;SCEA DE LA VILLE PEAN;33226233600016;LA VILLE PEAN;22550;HENANBIHEN;COTES-D'ARMOR;BRETAGNE;252300;2406200;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5606651502, -2.37515540403
221.00032;SA Sucreries Rhumeries de Marie-Galante;40333418800022;Usine Grande Anse;97112;Grand-Bourg;GUADELOUPE;GUADELOUPE;679848.12646412;1759703.0628593;1081Z;Fabrication de sucre;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;42.836077423, 3.31109065893
22193002;EARL DU HAUT QUINEUC;37942212400014;Le Haut Quineuc;22640;PLESTAN;COTES-D'ARMOR;BRETAGNE;245926;2391379;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.4242086782, -2.44910193708
245.00009;BENTELER AUTOMOTIVE;50645011300028;Z.I. du Moutois - Rue Raymond Poincaré;89400;MIGENNES;YONNE;BOURGOGNE;688132.94;2330159;2932Z;Fabrication d'autres équipements automobiles;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;47.9647822816, 3.51665648321
246.00004;AUTOS PIECES LOUHANS;38365265800014;970 CHEMIN DU PARADIS  Z.I de Branges;71500;BRANGES;SAONE-ET-LOIRE;BOURGOGNE;817612;2186525;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;;46.6433213911, 5.1798219435
055.03655;STATION D'EPURATION DE CALOUËT;24220065700045;Z.I de Calouet;;;;;;;;;;;
055.10142;GOELO CASS RECUP;43954881900010;pont cadiou;22470;PLOUEZEC;COTES-D'ARMOR;BRETAGNE;208713;2429911;3831Z;Démantèlement d'épaves;;;48.7483713375, -2.98583039067
057.01552;CHAMTOR;37926065600036;CS3004 - ROUTE DE POMACLE - LES SOHETTES;51110;BAZANCOURT;MARNE;CHAMPAGNE-ARDENNES;733300;2487000;1062Z;Fabrication de produits amylacés;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);49.3665281695, 4.17025561949
065.06126;VOG;38406146100065;10 AVENUE PAUL LANGEVIN;95220;HERBLAY;VAL-D'OISE;ILE-DE-FRANCE;587500;2443600;4511Z;Commerce de voitures et de véhicules automobiles légers;;;48.9904201079, 2.16581180301
052.00472;Keolis Bordeaux Métropole;80822705200012;Rue de Bougainville  33000 Bordeaux  (dépôt CEL);33082;BORDEAUX;GIRONDE;AQUITAINE;370468;1986008;4931Z;Transports urbains et suburbains de voyageurs;;;44.8366605425, -0.565635946863
058.01049;VERRERIES BROSSE SAS;44079783500020;34 RUE THEODULE GERIN;76390;VIEUX-ROUEN-SUR-BRESLE;SEINE-MARITIME;HAUTE-NORMANDIE;555565.68;2537876.23;2313Z;Fabrication de verre creux;3.(e);Installations destinées à la fabrication du verre -  y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour;49.8358418619, 1.71963291778
058.01188;A.B AUTOPIECES (Ets)CHARLES;44865091100010;43 route Nationale;76370;BERNEVAL-LE-GRAND;SEINE-MARITIME;HAUTE-NORMANDIE;517463;2551618;4511Z;Commerce de voitures et de véhicules automobiles légers;;;49.9553674164, 1.18794210112
