Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees
063.01177;CHARAL;54695037900273;;72302;SABLE-SUR-SARTHE;SARTHE;PAYS-DE-LA-LOIRE;400149.242;2318274.297;151A;Production de viandes de boucherie;;;47.8332999983, -0.333332991422
051.01999;SARL DOUAY Bernard;42042963100013;44 rue d'Ault;80130;BETHENCOURT-SUR-MER;SOMME;PICARDIE;540025;2564975;2561Z;Traitement et revêtement des métaux;;;50.077824225, 1.49989625137
067.02748;VIDOR;94635009700063;;68700;ASPACH-LE-HAUT;HAUT-RHIN;ALSACE;959336;2319628;900B;Enlèvement et traitement des ordures ménagères;;;47.7773922616, 7.13396412249
051.02011;PARICHE;35251483000012;Le Vert Bocage;80200;BOUILLANCOURT-EN-SERY;SOMME;PICARDIE;550390;2550145;2313Z;Fabrication de verre creux;;;49.9456046961, 1.64628790026
065.01820;MPRO;30399676300023;;77290;MITRY-MORY;SEINE-ET-MARNE;ILE-DE-FRANCE;624174.022;2444702.894;268C;Fabrication de produits minéraux non métalliques n.c.a.;;;48.9999999987, 2.66667000841
072.05330;COGNAC GAUTIER;61182039000015;;16140;AIGRE;CHARENTE;POITOU-CHARENTES;419341;2101620;1101Z;Production de boissons alcooliques distillées;;;45.8907514469, 0.00861409817212
051.02130;ACIA AUTOMOTIVE;51080307500025;ZI de Rouval;80600;DOULLENS;SOMME;PICARDIE;601034;2573674;2059Z;Fabrication d'autres produits chimiques n.c.a.;;;50.1587756632, 2.35093221994
065.11220;Station de Compression de Château Landon;54210765102330;;77570;CHATEAU-LANDON;SEINE-ET-MARNE;ILE-DE-FRANCE;627234;2350164;603Z;Transports par conduites;;;48.1500491744, 2.70246269524
29004010;PROTEIS VIANDES;30146600900026;;29380;BANNALEC;FINISTERE;BRETAGNE;149449;2343179;151C;Production de viandes de volailles;;;47.9321450318, -3.69852938702
051.02141;GALVAMETAL;32355314900010;20 Rue Charles De Gaulle;80570;EMBREVILLE;SOMME;PICARDIE;543330;2559525;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;50.0292112902, 1.54675905409
75850158;EARL Millet;;;85390;SAINT-MAURICE-LE-GIRARD;VENDEE;PAYS-DE-LA-LOIRE;359511;2187474;012G;Elevage de volailles;;;46.6439816759, -0.805848456627
051.02104;LENNE;32909590500017;;80570;DARGNIES;SOMME;PICARDIE;541725;2561212;286F;Fabrication de serrures et de ferrures;;;50.0442074494, 1.52415082992
051.02385;AMCOR FLEXIBLES FOOD FRANCE;54201590400239;ZI - route de Thennes;80110;MOREUIL;SOMME;PICARDIE;610693.65033106;2531036.0111173;2222Z;Fabrication d'emballages en matières plastiques;9.(c);Installations destinées au traitement de surface de matières -  d'objets ou de produits à l'aide de solvants organiques -  notamment pour les opérations d'apprêt -  d'impression -  de revêtement -  de dégraissage -  d'imperméabilisation -  de collage -  de peinture -  de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an;49.7759019756, 2.484770005
055.00977;Rolland SA;63672054200019;;29411;LANDERNEAU;FINISTERE;BRETAGNE;113198;2403912;293D;Fabrication de matériel agricole;;;48.450330575, -4.24996148157
055.14433;Avilande;39425973300019;;22402;LAMBALLE;COTES-D'ARMOR;BRETAGNE;241672;2396846;900E;Traitements des autres déchets solides;;;48.47092316, -2.51100575975
75200264;CARO ANDREE;40965733500017;;56250;SAINT-NOLFF;MORBIHAN;BRETAGNE;225900;2312299;;non renseigné;;;47.7032835314, -2.65130842801
75290043;SCEA BERNARD;32749147800019;;29530;LANDELEAU;FINISTERE;BRETAGNE;149705;2375961;012G;Elevage de volailles;;;48.2262324273, -3.72893716631
057.01471;CROUSTIFRANCE Reims;40305321300034;;51689;REIMS;MARNE;CHAMPAGNE-ARDENNES;723707;2474468;158A;Fabrication industrielle de pain et de pâtisserie fraîche;;;49.2559065695, 4.03460865493
052.01010;DASSAULT AVIATION;71204245600228;54 Avenue Marcel DASSAULT;33701;MERIGNAC;GIRONDE;AQUITAINE;364044;1985796;3030Z;Construction aéronautique et spatiale;4.(f);Installations destinées à la fabrication industrielle d'explosifs et de produits pyrotechniques;44.8325918128, -0.646682056301
052.01011;REDA;46020064500030;Z.I. du Phare  10 -  rue Bernard Palissy;33700;MERIGNAC;GIRONDE;AQUITAINE;364044;1985796;2561Z;Traitement et revêtement des métaux;;;44.8325918128, -0.646682056301
052.02148;METALTEMPLE AQUITAINE;51211280600017;1 Avenue de l'usine BP 2;47500;FUMEL;LOT-ET-GARONNE;AQUITAINE;491280;1945063;2562B;Mécanique industrielle;2.(b);Installations pour la production de fonte ou d'acier (de première ou de seconde fusion) -  notamment en coulée continue d'une capacité de 2 - 5 tonnes par heure;44.4980394101, 0.970425779582
42129001;AOSTE SNC etablissement de Maclas;38881872600092;ZI les Jacquards;42520;MACLAS;LOIRE;RHONE-ALPES;784000;2042974;1013A;Préparation industrielle de produits à base de viande;;;45.3625112742, 4.68493708168
Route de Bordeaux;64300;ORTHEZ;PYRENEES-ATLANTIQUES;AQUITAINE;347791;1837130;3250A;Fabrication de matériel médico-chirurgical et dentaire;;;;;;
052.04338;LAFARGE GRANULATS SUD;41451176600639;Vivier du Bos;47400;LAGRUERE;LOT-ET-GARONNE;AQUITAINE;433307;1935437;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares;44.4000255386, 0.245461218342
052.04951;PAPREC Sud Ouest;51186732700088;ZAC Ayguelongue  Rue Gustave EIFFEL;64121;MONTARDON;PYRENEES-ATLANTIQUES;AQUITAINE;379765;1820544;3832Z;Récupération de déchets triés;;;43.3529533133, -0.375993185265
053.00859;AUTO LA CARTOUCHERIE;33854860500017;La Cartoucherie;14700;LA HOGUETTE;CALVADOS;BASSE-NORMANDIE;415532;2432138;3831Z;Démantèlement d'épaves;;;48.8610136863, -0.176609271493
051.05241;COGELYO NORD EST - Goodyear;42402268900014;Rue de Poulainville - ZI Nord;80000;AMIENS;SOMME;PICARDIE;596572;2549117;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;49.9383258274, 2.28880474359
054.01402;AMORA MAILLE SI;31164122900092;Z.I. Est;21800;CHEVIGNY-SAINT-SAUVEUR;COTE-D'OR;BOURGOGNE;812905;2258498;1084Z;Fabrication de condiments et assaisonnements;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);47.2919073162, 5.15203693529
100.00020;ETA;60372026900019;Route des Aix d'Angillon;18220;RIANS;CHER;CENTRE;620863;2243049;2529Z;Fabrication d'autres réservoirs -  citernes et conteneurs métalliques;;;47.1868969427, 2.6118271516
052.01173;DISTILLERIE DOUENCE-St Genès de Lombaud-;32849829000019;route de la distillerie;33670;SAINT-GENES-DE-LOMBAUD;GIRONDE;AQUITAINE;384613;1976156;2014Z;Fabrication d'autres produits chimiques organiques de base;;;44.7526553017, -0.382625959312
052.02000;TEMBEC TARTAS SAS;39765974900014;1154 Avenue du Général Leclerc;40400;TARTAS;LANDES;AQUITAINE;345094;1875056;1711Z;Fabrication de pâte à papier;6.(a);Installations industrielles destinées à la fabrication de pâte à papier à partir du bois ou d'autres matières fibreuses;43.8309009545, -0.829635562521
052.02011;SOMOMA SCIAGE;32111253400011;ROUTE DE LEVIGNACQ;40170;UZA;LANDES;AQUITAINE;317280.27;1898582.18;1610A;Sciage et rabotage du bois -  hors imprégnation;6.(c);Installations industrielles destinées à la conservation du bois et des produits dérivés du bois au moyen de substances chimiques d'une capacité de production de 50 m3 par jour;44.0315691761, -1.18776965755
100.00699;MARCADET;41486167400011;Rte de Pernay;37230;LUYNES;INDRE-ET-LOIRE;CENTRE;465419;2266456;3101Z;Fabrication de meubles de bureau et de magasin;;;47.384040298, 0.55394940111
052.02306;RIGHINI -Tonneins;72615004800023;Rapetout Route de Verteuil;47400;TONNEINS;LOT-ET-GARONNE;AQUITAINE;438289;1934226;1623Z;Fabrication de charpentes et d'autres menuiseries;;;44.3903135499, 0.308322402748
055.01374;NETRA Cesson Sévigné;70920017400056;5 -  rue de Bray   ZI Sud-Est;35510;CESSON-SEVIGNE;ILLE-ET-VILAINE;BRETAGNE;304563.75;2352555.56;3811Z;Collecte des déchets non dangereux;;;48.1050237664, -1.63157856272
055.01444;SVA Jean Rozé;77559156300058;16 rue Jean Bart;35340;LIFFRE;ILLE-ET-VILAINE;BRETAGNE;313900;2364200;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour;48.2137736283, -1.51404146232
055.03360;ABATTOIR INTERCOMMUNAL LE FAOU;40174517900010;;29590;LE FAOU;FINISTERE;BRETAGNE;117124;2386124;1011Z;Transformation et conservation de la viande de boucherie;;;48.293898899, -4.17718522389
053.00633;SOCIETE FROMAGERE DE CLECY;50199410700016;23 rue du Béron;14570;CLECY;CALVADOS;BASSE-NORMANDIE;391377;2434819;1051C;Fabrication de fromage;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle);48.8776969967, -0.506737405789
052.00707;QUARON (ex Solvadis France);30125287000151;ZI Auguste;33610;CESTAS;GIRONDE;AQUITAINE;357823;1978233;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;;44.7624680535, -0.721537649621
051.00407;décharge de LEUILLY;25020028300025;;02000;LAON;AISNE;PICARDIE;694019;2508811;900B;Enlèvement et traitement des ordures ménagères;;;49.5694330491, 3.63495346138
108.00229;Blanchisserie du Centre Hospitalier de la Région d'Annecy;26740002600014;10 avenue du pont de Tasset;74960;MEYTHET;HAUTE-SAVOIE;RHONE-ALPES;891957.85;2108420.8;9601A;Blanchisserie-teinturerie de gros;;;45.9131296363, 6.10107076983
055.01496;BRASSERIES KRONENBOURG;40914136300039;;35044;RENNES;ILLE-ET-VILAINE;BRETAGNE;301205;2354331;159N;Brasserie;;;48.1194347917, -1.67783007272
055.01479;Charcuteries de Brocéliande;31598352800011;;35137;PLEUMELEUC;ILLE-ET-VILAINE;BRETAGNE;283700;2362400;151E;Préparation industrielle de produits à base de viandes;;;48.1836121036, -1.91842962342
055.03344;EPI-Bretagne (Usine de Plaintel);35297276400042;;22940;PLAINTEL;COTES-D'ARMOR;BRETAGNE;218637;2391248;;non renseigné;;;48.4075295211, -2.81680126983
058.02229;Ets. André Zalkin et Cie.;70204168200031;;27390;MONTREUIL-L'ARGILLE;EURE;HAUTE-NORMANDIE;463900;2439326;292H;Fabrication d'équipements d'emballage et de conditionnement;;;48.9376751996, 0.479733626732
063.02334;BULL SERVICES TRELAZE;;;49800;TRELAZE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;388563;2275506;652E;Organismes de placement en valeurs mobilières;;;47.4452370732, -0.467607139523
064.00481;MAGASINS GENERAUX VAUCLUSIENS RHONE MEDITERANNEE;;;84130;LE PONTET;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;802555;1887656;;non renseigné;;;43.9611565144, 4.85803995105
064.00520;Conserverie des Valayans;32795759300012;;84210;PERNES-LES-FONTAINES;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;818207;1892223;153E;Transformation et conservation de légumes;;;43.997504175, 5.05469657321
061.03751;ERTOL;43770005700023;;69230;SAINT-GENIS-LAVAL;RHONE;RHONE-ALPES;789736;2082080;284B;Découpage -  emboutissage;;;45.7125892789, 4.77356573903
061.03840;Fonderies DURANTON-SICFOND;38949345300010;;69631;VENISSIEUX;RHONE;RHONE-ALPES;797826;2081633;275E;Fonderie de métaux légers;;;45.7062661127, 4.8772194869
064.01363;LIOTYARD;54208400000000;;13127;VITROLLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;834438;1834804;282C;Fabrication de réservoirs -  citernes et conteneurs métalliques;;;43.4765008846, 5.23038659555
064.01738;SARL BERENGIER PHILIPPE;39900100000000;;84150;CAMARET-SUR-AIGUES;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;802984;1910238;513A;Commerce de gros de fruits et légumes;;;44.1639572644, 4.87244078132
055.01958;DANDY SA (pontivy);30255758200012;;56300;PONTIVY;MORBIHAN;BRETAGNE;204875;2351650;151C;Production de viandes de volailles;;;48.0440476566, -2.96615810548
055.05923;EDF Gaz de France Distribution Ille et Vilaine;55208131723432;;35009;RENNES;ILLE-ET-VILAINE;BRETAGNE;300600;2353300;401E;Distribution et commerce d'électricité;;;48.1098980489, -1.68523586913
50333104;EARL DE LA DOUVE;;;50360;LES MOITIERS-EN-BAUPTOIS;MANCHE;BASSE-NORMANDIE;326000;2490892;;non renseigné;;;49.3563874325, -1.4331746115
064.01396;DANISCO SEILLANS;58285025100031;;83840;COMPS-SUR-ARTUBY;VAR;PROVENCE-ALPES-COTE-D'AZUR;936479;1865385;246E;Fabrication d'huiles essentielles;;;43.7098884438, 6.50795833295
064.01656;PANZANI (société foncière et commerciale du silo de la madrague);06380152600011;;13002;MARSEILLE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;846880;1815839;631E;Entreposage non frigorifique;;;43.301978724, 5.3747739063
064.01741;BERGON;38148978000035;;83310;GRIMAUD;VAR;PROVENCE-ALPES-COTE-D'AZUR;940120;1816820;524Y;Commerce de détail de charbons et combustibles;;;43.2723091426, 6.52099341581
065.03649;SUPREX;96820191300017;;91200;ATHIS-MONS;ESSONNE;ILE-DE-FRANCE;604673.950738;2413499.67745;159B;Fabrication de spiritueux;;;48.7200019244, 2.40000000494
169.00056;SCA de la Guiche;34415470300013;;69860;SAINT-CHRISTOPHE;RHONE;RHONE-ALPES;769737;2142644;;non renseigné;;;46.2625472199, 4.53861604625
22279023;GAEC DE PALMIN;37872840600018;;22600;SAINT-CARADEC;COTES-D'ARMOR;BRETAGNE;214786;2367239;013Z;Culture et élevage associés;;;48.1898544615, -2.8473194698
067.02084;Vishay General Semiconductor SAS;62201062700041;;68013;COLMAR;HAUT-RHIN;ALSACE;974508;2353241;321C;Fabrication de composants électroniques actifs;;;48.0705628603, 7.36465098002
070.00544;DESSEILLES TEINTURE;71175014100055;;62100;CALAIS;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;564919;2661553;;non renseigné;;;50.9461275372, 1.83858277625
061.03237;LABORATOIRE KODAK VIENNE;34960071800218;;38200;VIENNE;ISERE;RHONE-ALPES;798448;2061987;748B;Laboratoires techniques de développement et de tirage;;;45.5294324727, 4.87705183444
061.03415;MERIT;32884605000016;;42405;SAINT-CHAMOND;LOIRE;RHONE-ALPES;770195;2055024;173Z;Ennoblissement textile;;;45.4744430417, 4.51309425318
068.04702;DURAND BELOT;71692018600013;;81240;SAINT-AMANS-SOULT;TARN;MIDI-PYRENEES;612274;1830438;241J;Fabrication de produits azotés et d'engrais;;;43.4759314266, 2.48804285084
100.01366;MIPE PITHIVIERS;40867639300015;;45300;PITHIVIERS;LOIRET;CENTRE;593060.693301;2353925.48989;321D;Assemblage de cartes électroniques pour compte de tiers;;;48.1844018971, 2.24321000496
062.04583;S.A.P.S. (Abattoirs de Sarrebourg);39012987200011;;57400;SARREBOURG;MOSELLE;LORRAINE;946534;2425485;;non renseigné;;;48.7343913633, 7.04806141555
051.00050;SIVOM CHAUNY TERGNIER LA FERE (station d'épuration);24020001400019;;02800;LA FERE;AISNE;PICARDIE;674189;2519011;751A;Administration publique générale;;;49.6636622481, 3.36296273184
065.06341;ALCOOL PETROLE CHIMIE;54202583800237;;93300;AUBERVILLIERS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;604662;2434775;515L;Commerce de gros de produits chimiques;;;48.9112187045, 2.40006864076
051.01925;DEFIAL;77571112000037;;80000;AMIENS;SOMME;PICARDIE;597099;2544586;151A;Production de viandes de boucherie;;;49.8976488282, 2.29616846484
063.00999;BMB;31024625100014;;44270;MACHECOUL;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;283670;2229986;285A;Traitement et revêtement des métaux;;;46.9943392025, -1.82460325618
052.01005;FIRST METAL (ex AIRBORNE);44315173300021;;33700;MERIGNAC;GIRONDE;AQUITAINE;364044;1985796;361C;Fabrication de meubles de bureau et de magasin;;;44.8325918128, -0.646682056301
061.03380;DURALEX INTERNATIONAL FRANCE;47831471900012;;42807;RIVE-DE-GIER;LOIRE;RHONE-ALPES;778136;2061369;261E;Fabrication de verre creux;;;45.5294769776, 4.61694525878
061.05187;RECUMAT;34114580300035;;42450;SURY-LE-COMTAL;LOIRE;RHONE-ALPES;744300;2061600;372Z;Récupération de matières non métalliques recyclables;;;45.5395443244, 4.18404352453
062.07400;France FINITION;42145624500016;;57640;SERVIGNY-LES-SAINTE-BARBE;MOSELLE;LORRAINE;887300;2468500;205A;Fabrication d'objets divers en bois;;;49.1496451578, 6.27344006703
065.05121;Eau du Sud Parisien ESP;41003460701241;;91270;VIGNEUX-SUR-SEINE;ESSONNE;ILE-DE-FRANCE;607701.056503;2413992.40693;410Z;Captage -  traitement et distribution d'eau;;;48.7244019247, 2.44113000493
057.01123;SAS OLFA;44283693800013;rue du Fourneau;08380;SIGNY-LE-PETIT;ARDENNES;CHAMPAGNE-ARDENNES;739245;2547928;1629Z;Fabrication d'objets divers en bois  -  fabrication d'objets en liège -  vannerie et sparterie;;;49.9122744712, 4.27264127919
057.01461;Casse industrielle de l'Automobile;37950626400025;42 rue Saint Léonard;51100;REIMS;MARNE;CHAMPAGNE-ARDENNES;723707;2474468;3812Z;Collecte des déchets dangereux;;;49.2559065695, 4.03460865493
057.03581;SANI;34448945500024;"Lieu dit ""Route de Soudé""";10700;POIVRES;AUBE;CHAMPAGNE-ARDENNES;742783.57;2414072.96;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;;;48.7093487508, 4.27592557345
067.02154;AF3 SAS;53761156800024;16 rue de l'Oberwald;68360;SOULTZ-HAUT-RHIN;HAUT-RHIN;ALSACE;965800;2331999;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;;47.8848576269, 7.23031256617
058.01222;DAVIGEL usine d'Offranville;63275013900305;ZI de douxmesnil;76550;OFFRANVILLE;SEINE-MARITIME;HAUTE-NORMANDIE;507400;2542200;1020Z;Transformation et conservation de poisson -  de crustacés et de mollusques;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour;49.8694211104, 1.05007981677
058.01399;SEDAP;31658170100026;ZI du Jonquay;76300;SOTTEVILLE-LES-ROUEN;SEINE-MARITIME;HAUTE-NORMANDIE;510987;2491640;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;;49.4159252794, 1.11086125648
058.01443;sanofi winthrop industrie;39503084400025;1051 -  boulevard industriel;76580;LE TRAIT;SEINE-MARITIME;HAUTE-NORMANDIE;487987.20367099;2499458.4187275;2120Z;Fabrication de préparations pharmaceutiques;;;49.4825019614, 0.792130005618
055.00074;COOPERATIVE LA PAYSANNE;77556816500044;;22400;HENANSAL;COTES-D'ARMOR;BRETAGNE;247856;2404281;1091Z;Fabrication d'aliments pour animaux de ferme;;;48.5410370343, -2.43365235653
070.04002;SARL CASSE DE DON;38339714800016;9 -  Chemin du Halage;59272;DON;NORD;NORD-PAS-DE-CALAIS;641300;2617300;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;;50.548877929, 2.91798511165
059.00834;SAB THEVENIN;62568006100037;route de Pontarlier  BP 20066;39300;CHAMPAGNOLE;JURA;FRANCHE-COMTE;874247.31;2200603.83;2453Z;Fonderie de métaux légers;2.(e).(ii);destinées à la fusion -  y compris l'alliage -  de métaux non ferreux et notamment de produits de récupération (affinage -  moulage en fonderie -  etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux;46.7490345373, 5.92728649111
060.00352;NEXTER Mechanics;43955111000026;20 -  rue du 9 juin 1944 CS 70210;19012;TULLE;CORREZE;LIMOUSIN;553738.91;2029176.16;3040Z;Construction de véhicules militaires de combat;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;45.2615398566, 1.7472801042
060.02672;CORREZE INCINERATION;40858813500025;LIEU DIT LES CHAUX;19300;ROSIERS-D'EGLETONS;CORREZE;LIMOUSIN;575001;2041990;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure;45.3779169235, 2.01744774926
061.00944;CEMEX GRANULATS OYTIER SAINT OBLAS;71298043200140;146 -  route de Saint Just  Lieu-dit la Plaine;38780;OYTIER-SAINT-OBLAS;ISERE;RHONE-ALPES;809559;2066070;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;;;45.5628234298, 5.02096980009
055.14688;SARL QUINTIN VIANDES;49558039100011;;22800;QUINTIN;COTES-D'ARMOR;BRETAGNE;211500;2391299;1011Z;Transformation et conservation de la viande de boucherie;;;48.4037432898, -2.91300463013
061.01473;Carrière de Saint-Bonnet-de-Mure (CBR);48754155900034;"Lieu dit ""les brosses""";69720;SAINT-BONNET-DE-MURE;RHONE;RHONE-ALPES;809400;2079900;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;;;45.6872213621, 5.02499048413
22219269;SAS GOUBIN;32244061100026;;22150;PLOUGUENAST;COTES-D'ARMOR;BRETAGNE;226223;2376514;012G;Elevage de volailles;;;48.2797569645, -2.70182975957
061.02079;CHIMICOLOR;95752044800037;ZI Les Chartinières B.P4  212 Rue Pré Loup;01121;DAGNEUX;AIN;RHONE-ALPES;812068;2097256;2561Z;Traitement et revêtement des métaux;;;45.8424483615, 5.06695291627
061.02304;Plastic Omnium Composites ANDANCE;30634863200036;ZA Les Sauzets;07340;ANDANCE;ARDECHE;RHONE-ALPES;793226;2029449;2932Z;Fabrication d'autres équipements automobiles;9.(c);Installations destinées au traitement de surface de matières -  d'objets ou de produits à l'aide de solvants organiques -  notamment pour les opérations d'apprêt -  d'impression -  de revêtement -  de dégraissage -  d'imperméabilisation -  de collage -  de peinture -  de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an;45.2383613303, 4.79721208619
061.02359;ISDND du SICTOBA;25070021800010;Quartier Champfarnel;07460;BEAULIEU;ARDECHE;RHONE-ALPES;751178;1930700;3821Z;Traitement et élimination des déchets non dangereux;;;44.3610026694, 4.23168224381
054.02339;LEJAY LAGOUTE SAS;01565003900017;;21000;DIJON;COTE-D'OR;BOURGOGNE;804200;2261700;1101Z;Production de boissons alcooliques distillées;;;47.3234399136, 5.03846697795
055.03373;SAS Maître Jacques;42467952000017;13 rue léon Berthault;35000;RENNES;ILLE-ET-VILAINE;BRETAGNE;300960;2353769;1013A;Préparation industrielle de produits à base de viande;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour;48.1142753231, -1.68073029603
054.01322;PHILIPS ECLAIRAGE;40280552700312;;58027;NEVERS;NIEVRE;BOURGOGNE;662475;2220888;315C;Fabrication d'appareils d'éclairage;;;46.9849331888, 3.15784037568
074.03149;SOLAL;38477285100018;11 rue Christophe Colomb;94600;CHOISY-LE-ROI;VAL-DE-MARNE;ILE-DE-FRANCE;605860;2417239;2561Z;Traitement et revêtement des métaux;;;48.7536024064, 2.41616267352
100.02048;Station de compression de Méry/Cher;44011762000680;;18100;MERY-SUR-CHER;CHER;CENTRE;574715;2249045;603Z;Transports par conduites;;;47.2406764544, 2.00254305545
070.00662;BAUDELET SAS;44645017300021;"Lieu-dit ""Les Prairies """;59173;BLARINGHEM;NORD;NORD-PAS-DE-CALAIS;604688;2633254;3821Z;Traitement et élimination des déchets non dangereux;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour;50.6933363458, 2.4026752423
100.00138;DENIS;32123678800014;Avenue Louis Denis;28160;BROU;EURE-ET-LOIR;CENTRE;513084;2357443;2822Z;Fabrication de matériel de levage et de manutention;;;48.2102471131, 1.16723489704
100.00686;ARCH WATER PRODUCTS FRANCE;30679596400031;ZI LA BOISTARDIERE BOITE POSTALE 219;37402;AMBOISE;INDRE-ET-LOIRE;CENTRE;500363.88;2269054.61;2014Z;Fabrication d'autres produits chimiques organiques de base;;;47.4136177571, 1.01612670491
100.03574;Carrière de Briare;55200596900431;Carrière de Briare;;;;;;;;;;;
065.06227;Etablissement P.R.M.;54206518000011;5 impasse Gaudelet;75011;PARIS;PARIS;ILE-DE-FRANCE;600832;2428896;2561Z;Traitement et revêtement des métaux;;;48.8583988793, 2.34783786333
100.06043;SONOPOL;59692050400054;ZI Sud le Haut des Clos - BP10021;41101;VENDOME;LOIR-ET-CHER;CENTRE;505286;2311066;2561Z;Traitement et revêtement des métaux;;;47.7921601521, 1.07238550791
065.07291;Stockage Souterrain de Saint Clair sur Epte;48765063200267;Le Héloy Le Bois d'Arnet;95770;SAINT-CLAIR-SUR-EPTE;VAL-D'OISE;ILE-DE-FRANCE;552215;2467831;5210B;Entreposage et stockage non frigorifique;;;49.2064787643, 1.68123533002
066.00260;Dépôt pétrolier de DYNEFF;30580099700275;Route de l'ancien Préventorium;11210;PORT-LA-NOUVELLE;AUDE;LANGUEDOC-ROUSSILLON;659034;1780079;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;;;43.0211138466, 3.05936508074
066.00403;Compagnie des salins du midi et des salines de l'est;41243174400041;Route du Grau du Roi;30220;AIGUES-MORTES;GARD;LANGUEDOC-ROUSSILLON;749936;1842538;0893Z;Production de sel;;;43.5689047663, 4.19007052877
066.00425;Blancolor;62020014700051;Rue de mousselière;30133;LES ANGLES;GARD;LANGUEDOC-ROUSSILLON;794559.78;1887183.09;2030Z;Fabrication de peintures -  vernis -  encres et mastics;;;43.9591664462, 4.75839572373
066.00613;DURAND RECUPERATION SAS;30192110200010;ZI de Saint-Césaire 83 -  avenue Joliot Curie;30900;NIMES;GARD;LANGUEDOC-ROUSSILLON;759945.35;1869914.69;3831Z;Démantèlement d'épaves;;;43.8127097876, 4.32230033795
22032105;NOGUES Jacqueline;50487635000019;Palance;22350;CAULNES;COTES-D'ARMOR;BRETAGNE;266912;2375111;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.2893307063, -2.15354716988
22296095;ELEVAGE DE LA BOURDONNIERE;38748601200017;LES BUISSONNETS;22510;SAINT-GLEN;COTES-D'ARMOR;BRETAGNE;239900;2384500;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3591562762, -2.52459851551
060.03649;DALKIA SDCL BIOMASSE LIMOGES D97688L;77571654100047;38 RUE JULES LADOUMEGUE;87100;LIMOGES;HAUTE-VIENNE;LIMOUSIN;513552.17;2093729.07;3530Z;Production et distribution de vapeur et d'air conditionné;;;45.8383315509, 1.22378696162
061.02261;ND LOGISTICS;37899289500169;Avenue des bergeries - Allée du clair de lune;01150;SAINT-VULBAS;AIN;RHONE-ALPES;823264.50420129;2097152.1046533;5210B;Entreposage et stockage non frigorifique;;;45.8379242685, 5.21093550376
